LINIA_29|SERVEI_29|CIRCUIT_29|DESCRIPCION_CIRCUITO|PROPIETARIJS|NOM_29|TIPUS_SERVEI_CONJUNT_29|TIPO_DESCRIPCION|EMPRESA_A_29|ARMADOR|EMPRESA_C_29|CONSIGNATARIO|NOMBRE_COMERCIAL_CONSIGNATARIO|DIRECCION_CONSIGNATARIO|DIRECCION_EXT_CONSIGNATARIO|POBLACION_CONSIGNATARIO|CODIGO_POSTAL_CONSIGNATARIO|PAIS_CONSIGNATARIO|TELEFONO_CONSIGNATARIO|FAX_CONSIGNATARIO|EMAIL_CONSIGNATARIO|WEB_CONSIGNATARIO|EMPRESA_E_29|ESTIBADOR|NOMBRE_COMERCIAL_ESTIBADOR|DIRECCION_ESTIBADOR|DIRECCION_EXT_ESTIBADOR|POBLACION_ESTIBADOR|CODIGO_POSTAL_ESTIBADOR|PAIS_ESTIBADOR|TELEFONO_ESTIBADOR|FAX_ESTIBADOR|EMAIL_ESTIBADOR|WEB_ESTIBADOR|TIPUS_SERVEI_29|DESCRIPCION_SERVICIO|FREQUENCIA_DIES_29|CAPACITAT_29|MIDA_CAPACITAT_29|APB_LLRR_29
20384|MEDCR|E|Export|S|MEDITERRANEO-CARIBE|V|BUQUE|1797|COMPAGNIE MARITIME D'AFFRETEME|36553|CMA CGM IBERICA SAU|CMA CGM IBERICA SAU|AV Ports d'Europa|Service Center|BARCELONA|08040|ES|+34933196800|+34933197721|ibc.edi@cma-cgm.com|http://www.cma-cgm.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|6689|TEU|217
20604|NEP07|I|Import|N|LINE 07|V|BUQUE|53436|NEPTUNE LINES SHIPPING?|43|NEPTUNE BARCELONA SA|NEPTUNE BARCELONA SA|AV DRASSANES|EDIF. COLON|BARCELONA|08001|ES|+34933170005|+34934121103|neptunebcn@neptune-bcn.com|http://www.neptune-bcn.com|743|AUTOTERMINAL SA|AUTOTERMINAL SA|C Ronda del port||Barcelona|08039|ES|+34932234833|+34932234268|cordinacionADUANA@autoterminal.es|http://www.autoterminal.es|04|Car Carrier|S|3000|CAR|39
20675|CAN|I|Import|S|CANARIAS - MED1|V|BUQUE|12542|NAVIERA PINILLOS S.A.         ?|50|BOLUDA LINES SA|BOLUDA LINES SA|AV Drassanes|Edificio Colon|Barcelona|08001|ES|+34933010405|+34933178045|lines.barcelona@boluda.com.es|http://www.boluda.com.es|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|1267|TEU|151
20728|MCS|I|Import|S|MEDITERRANEO-CANARIAS MCS|V|BUQUE|12854|NAVIMPORT                     ?|53117|SOLUCIONES INTEGRALES MARIT.|SOLUCIONES INTEGRALES MARIT.|C MOTORS|RECINTO ADIF|HOSPITALET DE LLOBREGAT|08908|ES|+34931185169|+34933043271|trafico.bcn@simagencia.com|www.nisamaritima.es|806|TERMINAL PORT NOU SA|TERMINAL PORT NOU SA|C Muelle Adosado||Barcelona|08039|ES|+34932273800|+34932273801|sit@portnou.com|http://www.portnou.com|03|Portacontenedores|S4|946|TEU|205
20984|MEDCA|E|Export|N|T.SUSPEND:MED SPA-MAROC SERV (IBEX)|C|CARGA|12562|MEDITERRANEAN SHIPPING CO     ?|53155|MEDITERRANEAN SHIPPING|MEDITERRANEAN SHIPPING|C Del Foc||BARCELONA|08038|ES|+34935082300|+34935082301|ES048-ctrcontrol@msc.com|https://www.msc.com/esp|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|700|TEU|46
20985|MEDCA|I|Import|N|T.SUSPEND:MED SPA-MAROC SERV (IBEX)|C|CARGA|12562|MEDITERRANEAN SHIPPING CO     ?|53155|MEDITERRANEAN SHIPPING|MEDITERRANEAN SHIPPING|C Del Foc||BARCELONA|08038|ES|+34935082300|+34935082301|ES048-ctrcontrol@msc.com|https://www.msc.com/esp|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|700|TEU|46
20326|NEP07|E|Export|S|LINE 07|V|BUQUE|53436|NEPTUNE LINES SHIPPING?|43|NEPTUNE BARCELONA SA|NEPTUNE BARCELONA SA|AV DRASSANES|EDIF. COLON|BARCELONA|08001|ES|+34933170005|+34934121103|neptunebcn@neptune-bcn.com|http://www.neptune-bcn.com|743|AUTOTERMINAL SA|AUTOTERMINAL SA|C Ronda del port||Barcelona|08039|ES|+34932234833|+34932234268|cordinacionADUANA@autoterminal.es|http://www.autoterminal.es|04|Car Carrier|S|3000|CAR|39
20524|BCNLI|E|Export|S|BARCELONA - LIVORNO - SAVONA|V|BUQUE|503422|GRIMALDI EUROMED SPA?|35004|GRIMALDI LOGISTICA ESPA?A SL|GRIMALDI LOGISTICA ESPA?A SL|CR MUELLE DE COSTA S/N|Edif. G.L.E.|BARCELONA|08039|ES|+34935028163|+34935028166|grimaldibarcelona@grimaldilogistica.com|http://www.grimaldi-lines.com|500282|GRIMALDI TERMINAL BARCELONA|GRIMALDI TERMINAL BARCELONA|C MUELLE COSTA||BARCELONA|08039|ES|+34935020406|+34934882528|pirrone@grimaldilogistica.com;pardo@grimaldilogistica.com||10|Ro-Ro|S123456|4000|MLI|62
20657|RU|I|Import|N|REGNE UNIT|V|BUQUE|12687|FLOTA SUARDIAZ                ?|20|VAPORES SUARDIAZ BARCELONA SA|VAPORES SUARDIAZ BARCELONA SA|CL SECTOR C, CALLE 61|ZONA FRANCA|BARCELONA|08040|ES|933015032|933426630|vsb@suardiaz.com;mcdiaz@suardiaz.com|http://www.suardiaz.com|77|SETRAM SA|SETRAM SA|C Y|Tramo VII, Edif. Setram|Barcelona|08040|ES|+34932895681|+34932234559|setram@setram.com|http://www.setram.com|04|Car Carrier|Q|1400|CAR|141
20806|NEP03|E|Export|N|LINE 03|V|BUQUE|53436|NEPTUNE LINES SHIPPING?|43|NEPTUNE BARCELONA SA|NEPTUNE BARCELONA SA|AV DRASSANES|EDIF. COLON|BARCELONA|08001|ES|+34933170005|+34934121103|neptunebcn@neptune-bcn.com|http://www.neptune-bcn.com|743|AUTOTERMINAL SA|AUTOTERMINAL SA|C Ronda del port||Barcelona|08039|ES|+34932234833|+34932234268|cordinacionADUANA@autoterminal.es|http://www.autoterminal.es|04|Car Carrier|S|3000|CAR|39
20886|BAL5|E|Export|N|BALEARIA BCN - PALMA|V|BUQUE|23062|EUROLINEAS MARITIMAS S.A?|23021|EUROLINEAS MARITIMAS SA (BALEARIA)|EUROLINEAS MARITIMAS SA (BALEARIA)|C TERMINAL DRASSANES||BARCELONA|08039|ES|+34902160180|+34965990754|info@balearia.com| http://www.balearia.com|23021|EUROLINEAS MARITIMAS SA (BALEARIA)|EUROLINEAS MARITIMAS SA (BALEARIA)|C TERMINAL DRASSANES||BARCELONA|08039|ES|+34902160180|+34965990754|info@balearia.com| http://www.balearia.com|11|Ferry|S123456|2000|MLI|315
21124|CAFEW|E|Export|N|T. SUSPEND-CANARIAS FEEDER - WEST B|V|BUQUE|500253|JSV|52558|BERGE MARITIMA SL|BERGE MARITIMA SL|C Moll Adossat||Barcelona|08040|ES|+34932234264||consignacion.bcn@berge-m.es|http://www.berge-m.es|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|Q|700|TEU|338
21125|CAFEW|I|Import|N|T. SUSPEND-CANARIAS FEEDER - WEST B|V|BUQUE|500253|JSV|52558|BERGE MARITIMA SL|BERGE MARITIMA SL|C Moll Adossat||Barcelona|08040|ES|+34932234264||consignacion.bcn@berge-m.es|http://www.berge-m.es|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|Q|700|TEU|338
20046|TRAS1|E|Export|S|BARCELONA-PALMA|V|BUQUE|527047|TRASMED GLE S.L.?|35004|GRIMALDI LOGISTICA ESPA?A SL|GRIMALDI LOGISTICA ESPA?A SL|CR MUELLE DE COSTA S/N|Edif. G.L.E.|BARCELONA|08039|ES|+34935028163|+34935028166|grimaldibarcelona@grimaldilogistica.com|http://www.grimaldi-lines.com|17521|COMPA?IA TRASMEDITERRANEA SA|COMPA?IA TRASMEDITERRANEA SA|C MUELLE SAN BELTRAN S/N |ESTACION MARITIMA|BARCELONA|08039|ES|+34932959105|+34932959159|bcncar@trasmediterranea.es|http://www.trasmediterrranea.es|11|Ferry|H12|1800|MLI|322
20050|TRAS5|E|Export|S|FERRY IBIZA|V|BUQUE|527047|TRASMED GLE S.L.?|35004|GRIMALDI LOGISTICA ESPA?A SL|GRIMALDI LOGISTICA ESPA?A SL|CR MUELLE DE COSTA S/N|Edif. G.L.E.|BARCELONA|08039|ES|+34935028163|+34935028166|grimaldibarcelona@grimaldilogistica.com|http://www.grimaldi-lines.com|17521|COMPA?IA TRASMEDITERRANEA SA|COMPA?IA TRASMEDITERRANEA SA|C MUELLE SAN BELTRAN S/N |ESTACION MARITIMA|BARCELONA|08039|ES|+34932959105|+34932959159|bcncar@trasmediterranea.es|http://www.trasmediterrranea.es|11|Ferry|S24|1800|MLI|307
20052|BAL3|E|Export|S|BALEARIA BCN - IBIZA|V|BUQUE|23062|EUROLINEAS MARITIMAS S.A?|23021|EUROLINEAS MARITIMAS SA (BALEARIA)|EUROLINEAS MARITIMAS SA (BALEARIA)|C TERMINAL DRASSANES||BARCELONA|08039|ES|+34902160180|+34965990754|info@balearia.com| http://www.balearia.com|23021|EUROLINEAS MARITIMAS SA (BALEARIA)|EUROLINEAS MARITIMAS SA (BALEARIA)|C TERMINAL DRASSANES||BARCELONA|08039|ES|+34902160180|+34965990754|info@balearia.com| http://www.balearia.com|11|Ferry|S135|2000|MLI|329
20055|SSCVV|E|Export|S|BARCELONA-CIVITAVECCHIA|V|BUQUE|503422|GRIMALDI EUROMED SPA?|35004|GRIMALDI LOGISTICA ESPA?A SL|GRIMALDI LOGISTICA ESPA?A SL|CR MUELLE DE COSTA S/N|Edif. G.L.E.|BARCELONA|08039|ES|+34935028163|+34935028166|grimaldibarcelona@grimaldilogistica.com|http://www.grimaldi-lines.com|500282|GRIMALDI TERMINAL BARCELONA|GRIMALDI TERMINAL BARCELONA|C MUELLE COSTA||BARCELONA|08039|ES|+34935020406|+34934882528|pirrone@grimaldilogistica.com;pardo@grimaldilogistica.com||11|Ferry|S234567|3050|MLI|318
20060|EMER|E|Export|S|EME / ESEA RORO SERVICE|V|BUQUE|1816|NYK LINES|962|COMBALIA AGENCIA MARITIMA SA|COMBALIA AGENCIA MARITIMA SA|PS Zona Franca|Torre Auditorio|BARCELONA|08038|ES|+34932897552|+34933151256|ccs@combalia.com|http://www.combalia.com|743|AUTOTERMINAL SA|AUTOTERMINAL SA|C Ronda del port||Barcelona|08039|ES|+34932234833|+34932234268|cordinacionADUANA@autoterminal.es|http://www.autoterminal.es|04|Car Carrier|Q|6000|CAR|150
20062|EAST|E|Export|S|EURO AEGEAN|V|BUQUE|503422|GRIMALDI EUROMED SPA?|35004|GRIMALDI LOGISTICA ESPA?A SL|GRIMALDI LOGISTICA ESPA?A SL|CR MUELLE DE COSTA S/N|Edif. G.L.E.|BARCELONA|08039|ES|+34935028163|+34935028166|grimaldibarcelona@grimaldilogistica.com|http://www.grimaldi-lines.com|77|SETRAM SA|SETRAM SA|C Y|Tramo VII, Edif. Setram|Barcelona|08040|ES|+34932895681|+34932234559|setram@setram.com|http://www.setram.com|04|Car Carrier|C|2000|CAR|197
20063|EMIRA|E|Export|S|EMIRATOS AR/G PERSICO/EXTR ORIENT|V|BUQUE|25064|EUKOR CAR CARRIERS INC?|52558|BERGE MARITIMA SL|BERGE MARITIMA SL|C Moll Adossat||Barcelona|08040|ES|+34932234264||consignacion.bcn@berge-m.es|http://www.berge-m.es|743|AUTOTERMINAL SA|AUTOTERMINAL SA|C Ronda del port||Barcelona|08039|ES|+34932234833|+34932234268|cordinacionADUANA@autoterminal.es|http://www.autoterminal.es|04|Car Carrier|Q|6500|CAR|111
20065|JAPON|E|Export|N|JAPON-ESPA?A-N.EUROPA-G.PERSICO|V|BUQUE|12690|HOEG UGLAND AUTOLINERS S/A    ?|10|MARITIMA DEL MEDITERRANEO SA|MARITIMA DEL MEDITERRANEO SA|PS ZONA FRANCA|TORRE AUDITORI|BARCELONA|08038|ES|+34932987777|+34932683359|info@marmedsa.com|http://www.marmedsa.com|743|AUTOTERMINAL SA|AUTOTERMINAL SA|C Ronda del port||Barcelona|08039|ES|+34932234833|+34932234268|cordinacionADUANA@autoterminal.es|http://www.autoterminal.es|04|Car Carrier|D3|6500|CAR|43
20066|JAPON|E|Export|S|JAPON-ESPA?A-N.EUROPA-G.PERSICO|V|BUQUE|1564|NISSAN MOTOR CAR CARRIER CO.LT|10|MARITIMA DEL MEDITERRANEO SA|MARITIMA DEL MEDITERRANEO SA|PS ZONA FRANCA|TORRE AUDITORI|BARCELONA|08038|ES|+34932987777|+34932683359|info@marmedsa.com|http://www.marmedsa.com|743|AUTOTERMINAL SA|AUTOTERMINAL SA|C Ronda del port||Barcelona|08039|ES|+34932234833|+34932234268|cordinacionADUANA@autoterminal.es|http://www.autoterminal.es|04|Car Carrier|D3|4000|CAR|43
20069|RU|E|Export|S|REGNE UNIT|V|BUQUE|12687|FLOTA SUARDIAZ                ?|20|VAPORES SUARDIAZ BARCELONA SA|VAPORES SUARDIAZ BARCELONA SA|CL SECTOR C, CALLE 61|ZONA FRANCA|BARCELONA|08040|ES|933015032|933426630|vsb@suardiaz.com;mcdiaz@suardiaz.com|http://www.suardiaz.com|77|SETRAM SA|SETRAM SA|C Y|Tramo VII, Edif. Setram|Barcelona|08040|ES|+34932895681|+34932234559|setram@setram.com|http://www.setram.com|04|Car Carrier|Q|1400|CAR|141
20073|CAN|E|Export|S|CANARIAS - MED1|V|BUQUE|12542|NAVIERA PINILLOS S.A.         ?|50|BOLUDA LINES SA|BOLUDA LINES SA|AV Drassanes|Edificio Colon|Barcelona|08001|ES|+34933010405|+34933178045|lines.barcelona@boluda.com.es|http://www.boluda.com.es|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|1267|TEU|151
20130|DRAGO|E|Export|S|T.SUSPENDED: DRAGON / AE20 / SERA1|V|BUQUE|12562|MEDITERRANEAN SHIPPING CO     ?|53155|MEDITERRANEAN SHIPPING|MEDITERRANEAN SHIPPING|C Del Foc||BARCELONA|08038|ES|+34935082300|+34935082301|ES048-ctrcontrol@msc.com|https://www.msc.com/esp|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|3500|TEU|103
20143|ESTGR|E|Export|S|ASA / MARMARA / IRE|V|BUQUE|13735|EMES LINE SHIPPING & TRANSPORT?|38644|ARKAS SPAIN SA|ARKAS SPAIN SA|C World Trade Center Barcelona|Moll de Barcelona, s/n, mod 709-710|BARCELONA|08039|ES|+34931440050|+34931440051|arkas-spain@arkas-spain.com|http://www.arkas.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|2474|TEU|233
20153|CANAR|E|Export|S|EAST SPAIN-CANARY SERVICE |V|BUQUE|3074|HOLLAND MAAS SHIPPING|52527|WEC LINES ESPA?A SLU|WEC LINES ESPA?A SLU|C Metal.lurgia||Barcelona|08038|ES|+34932683361|+34933196219|doc.bcn@wec-lines.es|http://www.weclines.com/|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|865|TEU|350
20180|WESTM|E|Export|S|WEST MEDITERRANEAN|V|BUQUE|12649|BORCHARD LINES?|10|MARITIMA DEL MEDITERRANEO SA|MARITIMA DEL MEDITERRANEO SA|PS ZONA FRANCA|TORRE AUDITORI|BARCELONA|08038|ES|+34932987777|+34932683359|info@marmedsa.com|http://www.marmedsa.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|1100|TEU|45
20181|MEDCA|E|Export|S|T.SUSPEND:MED SPA-MAROC SERV (IBEX)|V|BUQUE|3074|HOLLAND MAAS SHIPPING|52527|WEC LINES ESPA?A SLU|WEC LINES ESPA?A SLU|C Metal.lurgia||Barcelona|08038|ES|+34932683361|+34933196219|doc.bcn@wec-lines.es|http://www.weclines.com/|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|700|TEU|46
20193|COTUN|E|Export|S|COTUNAV|V|BUQUE|12634|COTUNAV                       ?|12|ROMEU Y CIA SA|ROMEU Y CIA SA|AV DIAGONAL||BARCELONA|08008|ES|+34932922125|+34934161446|bcnopdecs@romeuycia.com|http://www.gruporomeu.com|806|TERMINAL PORT NOU SA|TERMINAL PORT NOU SA|C Muelle Adosado||Barcelona|08039|ES|+34932273800|+34932273801|sit@portnou.com|http://www.portnou.com|12|ConRo|S2|154|CAR|49
20194|ESCAN|I|Import|S|ESPA?A-CANARIAS|V|BUQUE|12687|FLOTA SUARDIAZ                ?|20|VAPORES SUARDIAZ BARCELONA SA|VAPORES SUARDIAZ BARCELONA SA|CL SECTOR C, CALLE 61|ZONA FRANCA|BARCELONA|08040|ES|933015032|933426630|vsb@suardiaz.com;mcdiaz@suardiaz.com|http://www.suardiaz.com|17521|COMPA?IA TRASMEDITERRANEA SA|COMPA?IA TRASMEDITERRANEA SA|C MUELLE SAN BELTRAN S/N |ESTACION MARITIMA|BARCELONA|08039|ES|+34932959105|+34932959159|bcncar@trasmediterranea.es|http://www.trasmediterrranea.es|10|Ro-Ro|S5|110|CAR|5
20219|MGX|E|Export|S|MGX|V|BUQUE|12627|HAPAG-LLOYD,A.G.              ?|54|HAPAG-LLOYD SPAIN SL|HAPAG-LLOYD SPAIN SL|C COMTAL||BARCELONA|08002|ES|+34933436000|+34934121618|Barcelona.Operations@hlag.com|http://www.hapag-lloyd.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|4092|TEU|7
20223|ESAFM|E|Export|S|EAST AND SOUTH AFRICA - MIDDLE EAST|V|BUQUE|12655|IGNAZIO MESSINA AND CO., SPA  ?|52558|BERGE MARITIMA SL|BERGE MARITIMA SL|C Moll Adossat||Barcelona|08040|ES|+34932234264||consignacion.bcn@berge-m.es|http://www.berge-m.es|806|TERMINAL PORT NOU SA|TERMINAL PORT NOU SA|C Muelle Adosado||Barcelona|08039|ES|+34932273800|+34932273801|sit@portnou.com|http://www.portnou.com|12|ConRo|Q|4500|MLI|85
20224|ESAFM|I|Import|S|EAST AND SOUTH AFRICA - MIDDLE EAST|V|BUQUE|12655|IGNAZIO MESSINA AND CO., SPA  ?|52558|BERGE MARITIMA SL|BERGE MARITIMA SL|C Moll Adossat||Barcelona|08040|ES|+34932234264||consignacion.bcn@berge-m.es|http://www.berge-m.es|806|TERMINAL PORT NOU SA|TERMINAL PORT NOU SA|C Muelle Adosado||Barcelona|08039|ES|+34932273800|+34932273801|sit@portnou.com|http://www.portnou.com|12|ConRo|Q|4500|MLI|85
20229|MEDCN|E|Export|N|MEDCAN|V|BUQUE|24042|MELFI MARINE CORP, S.A?|501080|OCIDENAVE ESPA?A SL|OCIDENAVE ESPA?A SL|C AVILA|EDIFICIO MIETE|BARCELONA|08005|ES|+34930098760||arantxa.lopez@ocidenave.com|http://www.ocidenave.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|D35|1732|TEU|226
20230|MEDCN|I|Import|N|MEDCAN|V|BUQUE|24042|MELFI MARINE CORP, S.A?|501080|OCIDENAVE ESPA?A SL|OCIDENAVE ESPA?A SL|C AVILA|EDIFICIO MIETE|BARCELONA|08005|ES|+34930098760||arantxa.lopez@ocidenave.com|http://www.ocidenave.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|D35|1732|TEU|226
20239|TAL|E|Export|S|MEXICO-USA-EUROPA-MEDITER I|V|BUQUE|12677|K LINE                        ?|1360|AGENCIA MARITIMA CONDEMINAS SA|AGENCIA MARITIMA CONDEMINAS SA|AV Ports d'Europa|Service Center ZAL|Barcelona|08040|ES|+34935525492|+34933969416|AMC.bcn@amcondeminas.com|http://www.bergeycia.es|743|AUTOTERMINAL SA|AUTOTERMINAL SA|C Ronda del port||Barcelona|08039|ES|+34932234833|+34932234268|cordinacionADUANA@autoterminal.es|http://www.autoterminal.es|04|Car Carrier|Q|6000|CAR|105
21305|GNVGE|E|Export|S|BCN - GENOVA - TANGER - EAST BOUND|V|BUQUE|12813|GRANDI NAVI VELOCI            ?|3341|E ERHARDT Y CIA SA|E ERHARDT Y CIA SA|C Atlantic||Barcelona|08040|ES|+34933427703|+34934813974|barcelona@erhardt.es|http://www.erhardt.es|17521|COMPA?IA TRASMEDITERRANEA SA|COMPA?IA TRASMEDITERRANEA SA|C MUELLE SAN BELTRAN S/N |ESTACION MARITIMA|BARCELONA|08039|ES|+34932959105|+34932959159|bcncar@trasmediterranea.es|http://www.trasmediterrranea.es|11|Ferry|S35|1800|MLI|29
21307|GNVGE|I|Import|N|BCN - GENOVA - TANGER - EAST BOUND|V|BUQUE|12813|GRANDI NAVI VELOCI            ?|3341|E ERHARDT Y CIA SA|E ERHARDT Y CIA SA|C Atlantic||Barcelona|08040|ES|+34933427703|+34934813974|barcelona@erhardt.es|http://www.erhardt.es|17521|COMPA?IA TRASMEDITERRANEA SA|COMPA?IA TRASMEDITERRANEA SA|C MUELLE SAN BELTRAN S/N |ESTACION MARITIMA|BARCELONA|08039|ES|+34932959105|+34932959159|bcncar@trasmediterranea.es|http://www.trasmediterrranea.es|11|Ferry|S57|1800|MLI|29
21404|EM1|I|Import|N|EAST MED - LOOP1|V|BUQUE|500397|Euro Marine Logistics nv?|19|TRANSPORTES Y CONSIG MARITIMAS SA|TRANSCOMA|CR Atlantic|Edif. Noria ZAL|Barcelona|08040|ES|+34932624170|+34932624171|export-bcn@viaportic.transcoma.com|http://www.transcoma.es|743|AUTOTERMINAL SA|AUTOTERMINAL SA|C Ronda del port||Barcelona|08039|ES|+34932234833|+34932234268|cordinacionADUANA@autoterminal.es|http://www.autoterminal.es|04|Car Carrier|S|3500|CAR|88
21924|MED2|E|Export|S|MED2 / MEX 1 / WM2 / MX1 / AEM2|V|BUQUE|1797|COMPAGNIE MARITIME D'AFFRETEME|36553|CMA CGM IBERICA SAU|CMA CGM IBERICA SAU|AV Ports d'Europa|Service Center|BARCELONA|08040|ES|+34933196800|+34933197721|ibc.edi@cma-cgm.com|http://www.cma-cgm.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|14360|TEU|240
21964|TRAS5|I|Import|S|FERRY IBIZA|V|BUQUE|527047|TRASMED GLE S.L.?|35004|GRIMALDI LOGISTICA ESPA?A SL|GRIMALDI LOGISTICA ESPA?A SL|CR MUELLE DE COSTA S/N|Edif. G.L.E.|BARCELONA|08039|ES|+34935028163|+34935028166|grimaldibarcelona@grimaldilogistica.com|http://www.grimaldi-lines.com|17521|COMPA?IA TRASMEDITERRANEA SA|COMPA?IA TRASMEDITERRANEA SA|C MUELLE SAN BELTRAN S/N |ESTACION MARITIMA|BARCELONA|08039|ES|+34932959105|+34932959159|bcncar@trasmediterranea.es|http://www.trasmediterrranea.es|11|Ferry|S24|1800|MLI|307
21985|CANAR|I|Import|N|EAST SPAIN-CANARY SERVICE |C|CARGA|12562|MEDITERRANEAN SHIPPING CO     ?|53155|MEDITERRANEAN SHIPPING|MEDITERRANEAN SHIPPING|C Del Foc||BARCELONA|08038|ES|+34935082300|+34935082301|ES048-ctrcontrol@msc.com|https://www.msc.com/esp|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|865|TEU|350
22045|DRAGO|I|Import|N|T.SUSPENDED: DRAGON / AE20 / SERA1|V|BUQUE|12651|MAERSK LINE/A.P.MOLLER        ?|10|MARITIMA DEL MEDITERRANEO SA|MARITIMA DEL MEDITERRANEO SA|PS ZONA FRANCA|TORRE AUDITORI|BARCELONA|08038|ES|+34932987777|+34932683359|info@marmedsa.com|http://www.marmedsa.com|800|HUTCHISON PORTS BEST|HUTCHISON PORTS BEST|AV ESTANY DE PORT||EL PRAT DE LLOBREGAT|08820|ES|+34935084440|+34935084441|terminal.catalunya@best.com.es|http://www.best.com.es/es/|03|Portacontenedores|S|3500|TEU|103
23044|IMEX|E|Export|S|MINA / MEDEX / IMX / WM3|V|BUQUE|12627|HAPAG-LLOYD,A.G.              ?|54|HAPAG-LLOYD SPAIN SL|HAPAG-LLOYD SPAIN SL|C COMTAL||BARCELONA|08002|ES|+34933436000|+34934121618|Barcelona.Operations@hlag.com|http://www.hapag-lloyd.com|10441|APM TERMINALS BARCELONA SLU|APM TERMINALS BARCELONA|CR Ronda del Port|Moll Sud - Port de Barcelona|BARCELONA|08039|ES|+34934410066|+34934410418|atencionclientebcn@apmterminals.com|https://www.apmterminals.com/es/barcelona|03|Portacontenedores|S|7469|TEU|101
